mail_id,gonderen_ad,konu,govde,kategori,aciliyet,tarih
86,Esra Acar,Garanti sorusu,"İyi günler, 09.03.2026 tarihinde aldığım robot süpürge için garanti belgesini nereden temin edebilirim?

İyi günler dilerim,
Esra Acar",teknik,2,2026-03-30 10:35
87,Burak Erdoğan,Fatura talebi,"Merhaba, SP738584 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?",fatura,1,2026-04-22 10:35
88,Ali Yıldız,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP588899

Teşekkürler,
Ali Yıldız
Tel: 05387033835",iade,2,2026-04-13 10:35
89,Burak Erdoğan,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP814281

İyi günler dilerim,
Burak Erdoğan",iade,2,2026-04-12 10:35
90,Ayşe Yılmaz,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP400850 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.",kargo,4,2026-04-13 10:35
91,Hüseyin Doğan,Ürün kullanımı,"Merhaba, yeni aldığım tablet kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.",teknik,1,2026-04-23 10:35
92,Burak Erdoğan,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP347088

İyi günler dilerim,
Burak Erdoğan",teknik,3,2026-04-24 10:35
93,Esra Acar,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP284019

--
Esra Acar

----- Önceki Mesaj -----
Merhaba Esra Acar,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,2,2026-04-06 10:35
94,Zeynep Şahin,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 149 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

Teşekkürler,
Zeynep Şahin
Tel: 05432694160",fatura,4,2026-04-08 10:35
95,Selin Aksoy,Kargo durumu hakkında,"Merhaba, 09.03.2026 tarihinde verdiğim SP247594 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

--
Selin Aksoy

----- Önceki Mesaj -----
Merhaba Selin Aksoy,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,2,2026-04-27 10:35
96,Kerem Tekin,Garanti sorusu,"İyi günler, 13.03.2026 tarihinde aldığım robot süpürge için garanti belgesini nereden temin edebilirim?

İyi günler dilerim,
Kerem Tekin

> Kerem Tekin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,1,2026-04-04 10:35
97,Zeynep Şahin,Fatura tutarı yanlış,"Sipariş tutarım 1250 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP712353

İyi günler dilerim,
Zeynep Şahin

> Zeynep Şahin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,2,2026-04-23 10:35
98,Merve Polat,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP781113

İyi günler dilerim,
Merve Polat",iade,2,2026-03-29 10:35
99,Burak Erdoğan,Garanti sorusu,"İyi günler, 15.04.2026 tarihinde aldığım kahve makinesi için garanti belgesini nereden temin edebilirim?

İyi günler dilerim,
Burak Erdoğan

> Burak Erdoğan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,1,2026-04-27 10:35
100,Selin Aksoy,Ürün beğenilmedi,"İyi günler, aldığım blender beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.

--
Selin Aksoy

> Selin Aksoy şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,2,2026-04-25 10:35
101,Burak Erdoğan,Eksik parça,"monitör kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

İyi günler dilerim,
Burak Erdoğan",teknik,2,2026-04-22 10:35
102,Emine Aydın,Ürün TEHLİKELİ,"Aldığım laptop kullanırken kıvılcım çıkardı, neredeyse yangın çıkıyordu! Çocuğumun yanında kullanıyordum, bir şey olsa kim sorumlu olacaktı? Bu ürün geri çağrılmalı!!

Teşekkürler,
Emine Aydın
Tel: 05558202871",teknik,5,2026-04-19 10:35
103,Emine Aydın,Kargo şirketi rezalet,"yatak takımı siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

Saygılarımla,
Emine Aydın",kargo,3,2026-03-29 10:35
104,Onur Yıldırım,Kargo durumu hakkında,"Merhaba, 12.04.2026 tarihinde verdiğim SP197736 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

--
Onur Yıldırım",kargo,2,2026-04-11 10:35
105,Kerem Tekin,Ürün arızalı,"Aldığım ütü ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP847362

--
Kerem Tekin",teknik,3,2026-04-19 10:35
106,Hüseyin Doğan,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 2450 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

Teşekkürler,
Hüseyin Doğan
Tel: 05469986747

----- Önceki Mesaj -----
Merhaba Hüseyin Doğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,4,2026-04-20 10:35
107,Burak Erdoğan,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 3299 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP895702

--
Burak Erdoğan

----- Önceki Mesaj -----
Merhaba Burak Erdoğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,5,2026-04-19 10:35
108,Gamze Çetin,Fatura bilgileri,"İyi günler, faturada şirket bilgilerimi güncellemek istiyorum. Yeni vergi numaramı nereden bildirebilirim?

Teşekkürler,
Gamze Çetin
Tel: 05324633834",fatura,2,2026-03-31 10:35
109,Mehmet Demir,Hatalı ücretlendirme,İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 1899 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.,fatura,4,2026-04-08 10:35
110,Merve Polat,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 3299 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP491172",iade,5,2026-04-07 10:35
111,Ali Yıldız,Ürün beğenilmedi,"İyi günler, aldığım akıllı saat beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.

Teşekkürler,
Ali Yıldız
Tel: 05403013003

----- Önceki Mesaj -----
Merhaba Ali Yıldız,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,2,2026-04-04 10:35
112,Zeynep Şahin,İndirim uygulanmadı,"Kupon kodumu kullandım ama faturaya yansımamış. Kupon kodu: HOSGELDIN20. Fark olan 299 TL'yi iade etmenizi rica ederim.

--
Zeynep Şahin",fatura,2,2026-04-27 10:35
113,Emine Aydın,İade prosedürü hakkında,"Merhaba, SP359961 numaralı siparişimdeki mont ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.

İyi günler dilerim,
Emine Aydın",iade,2,2026-04-20 10:35
114,Hüseyin Doğan,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. saç kurutma makinesi modeli kalitesizmiş. Param iade edilsin.

Teşekkürler,
Hüseyin Doğan
Tel: 05578183451

> Hüseyin Doğan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,4,2026-04-02 10:35
115,Emine Aydın,Sipariş takibi,"İyi günler, sipariş ettiğim mont için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP181247

Saygılarımla,
Emine Aydın",kargo,1,2026-04-23 10:35
116,Burak Erdoğan,Sipariş takibi,"İyi günler, sipariş ettiğim kahve makinesi için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP112861

--
Burak Erdoğan",kargo,1,2026-03-28 10:35
117,Elif Arslan,Fatura talebi,"Merhaba, SP610856 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

Saygılarımla,
Elif Arslan

----- Önceki Mesaj -----
Merhaba Elif Arslan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,1,2026-04-08 10:35
118,Hüseyin Doğan,YASAL İŞLEM BAŞLATACAĞIM,"15 gündür siparişim gelmedi, paramı da iade etmiyorsunuz. Tüketici hakem heyetine başvuruyorum. Avukatımla görüştüm, bu konuyu yargıya taşıyacağız. Sipariş no: SP124813 Tutar: 799 TL

--
Hüseyin Doğan

----- Önceki Mesaj -----
Merhaba Hüseyin Doğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,5,2026-04-16 10:35
119,Kerem Tekin,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. kulaklık modeli kalitesizmiş. Param iade edilsin.

Saygılarımla,
Kerem Tekin

> Kerem Tekin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,4,2026-03-28 10:35
120,Esra Acar,Eksik parça,"monitör kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

--
Esra Acar

----- Önceki Mesaj -----
Merhaba Esra Acar,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,2,2026-04-27 10:35
121,Esra Acar,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP176819 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.",kargo,4,2026-03-30 10:35
122,Ahmet Çelik,Kargo şirketi rezalet,"spor ayakkabı siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!",kargo,3,2026-04-05 10:35
123,Selin Aksoy,Fatura talebi,"Merhaba, SP483551 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

Saygılarımla,
Selin Aksoy

----- Önceki Mesaj -----
Merhaba Selin Aksoy,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,1,2026-04-16 10:35
124,Hasan Koç,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. tablet modeli kalitesizmiş. Param iade edilsin.

İyi günler dilerim,
Hasan Koç

----- Önceki Mesaj -----
Merhaba Hasan Koç,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,4,2026-04-05 10:35
125,Mustafa Öztürk,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 2450 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

Teşekkürler,
Mustafa Öztürk
Tel: 05551873301

> Mustafa Öztürk şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,5,2026-03-28 10:35
126,Zeynep Şahin,Sipariş gelmedi,"Merhaba, 10.03.2026 tarihinde sipariş ettiğim elektrikli süpürge hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP269430",kargo,3,2026-04-24 10:35
127,Ahmet Çelik,Fatura talebi,"Merhaba, SP150578 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

--
Ahmet Çelik

----- Önceki Mesaj -----
Merhaba Ahmet Çelik,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,1,2026-04-12 10:35
128,Onur Yıldırım,İade kabul edilmedi,"İade ettiğim ürünüm 'kullanılmış' diye geri gönderildi. Oysa sadece denedim, etiketleri bile durmaktaydı. Bu kabul edilemez.

Saygılarımla,
Onur Yıldırım",iade,3,2026-03-28 10:35
129,Selin Aksoy,İade kabul edilmedi,"İade ettiğim ürünüm 'kullanılmış' diye geri gönderildi. Oysa sadece denedim, etiketleri bile durmaktaydı. Bu kabul edilemez.

--
Selin Aksoy",iade,3,2026-04-13 10:35
130,Mustafa Öztürk,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 799 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

----- Önceki Mesaj -----
Merhaba Mustafa Öztürk,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,5,2026-04-08 10:35
131,Onur Yıldırım,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. tost makinesi modeli kalitesizmiş. Param iade edilsin.

--
Onur Yıldırım",teknik,4,2026-04-04 10:35
132,Esra Acar,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 1899 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP705526

Saygılarımla,
Esra Acar",iade,5,2026-04-14 10:35
133,Gamze Çetin,Kargo şirketi rezalet,"yatak takımı siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

Teşekkürler,
Gamze Çetin
Tel: 05302935113",kargo,3,2026-04-09 10:35
134,Hatice Özdemir,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP725185

Saygılarımla,
Hatice Özdemir

----- Önceki Mesaj -----
Merhaba Hatice Özdemir,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,2,2026-04-13 10:35
135,Emine Aydın,Sipariş gelmedi,"Merhaba, 11.03.2026 tarihinde sipariş ettiğim akıllı saat hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP226516

Teşekkürler,
Emine Aydın
Tel: 05339990305

> Emine Aydın şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,3,2026-04-21 10:35
136,Fatma Kaya,Sipariş takibi,"İyi günler, sipariş ettiğim Bluetooth kulaklık için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP793384

İyi günler dilerim,
Fatma Kaya

----- Önceki Mesaj -----
Merhaba Fatma Kaya,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,2,2026-04-19 10:35
137,Selin Aksoy,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. kulaklık modeli kalitesizmiş. Param iade edilsin.

Saygılarımla,
Selin Aksoy

----- Önceki Mesaj -----
Merhaba Selin Aksoy,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,4,2026-04-21 10:35
138,Hasan Koç,İade onayı bekliyorum,"03.03.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP693343

> Hasan Koç şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,3,2026-03-30 10:35
139,Fatma Kaya,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 2450 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP901467

Saygılarımla,
Fatma Kaya

----- Önceki Mesaj -----
Merhaba Fatma Kaya,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,5,2026-04-27 10:35
140,Merve Polat,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP564226 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

--
Merve Polat",kargo,4,2026-03-28 10:35
141,Mehmet Demir,Geç teslimat,Siparişim SP198246 3 gün önce teslim edilmiş görünüyor ama bana ulaşmadı. Apartman görevlisi de almamış. Bu konuda ne yapmamı önerirsiniz?,kargo,3,2026-04-05 10:35
142,Zeynep Şahin,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. tost makinesi modeli kalitesizmiş. Param iade edilsin.

Saygılarımla,
Zeynep Şahin",teknik,4,2026-04-24 10:35
143,Onur Yıldırım,Ürün arızalı,"Aldığım robot süpürge ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP769180

İyi günler dilerim,
Onur Yıldırım",teknik,3,2026-04-07 10:35
144,Esra Acar,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 4750 TL

Saygılarımla,
Esra Acar

----- Önceki Mesaj -----
Merhaba Esra Acar,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,4,2026-04-14 10:35
145,Mustafa Öztürk,Ürün TEHLİKELİ,"Aldığım robot süpürge kullanırken kıvılcım çıkardı, neredeyse yangın çıkıyordu! Çocuğumun yanında kullanıyordum, bir şey olsa kim sorumlu olacaktı? Bu ürün geri çağrılmalı!!

İyi günler dilerim,
Mustafa Öztürk

> Mustafa Öztürk şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,5,2026-04-05 10:35
146,Mustafa Öztürk,Sipariş gelmedi,"Merhaba, 12.03.2026 tarihinde sipariş ettiğim elektrikli süpürge hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP114835

Saygılarımla,
Mustafa Öztürk

----- Önceki Mesaj -----
Merhaba Mustafa Öztürk,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,3,2026-04-05 10:35
147,Hatice Özdemir,Kargo durumu hakkında,"Merhaba, 22.04.2026 tarihinde verdiğim SP380746 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

> Hatice Özdemir şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,2,2026-04-15 10:35
148,Esra Acar,Ürün TEHLİKELİ,"Aldığım laptop kullanırken kıvılcım çıkardı, neredeyse yangın çıkıyordu! Çocuğumun yanında kullanıyordum, bir şey olsa kim sorumlu olacaktı? Bu ürün geri çağrılmalı!!

Teşekkürler,
Esra Acar
Tel: 05319382064",teknik,5,2026-04-16 10:35
149,Merve Polat,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP918430

> Merve Polat şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,3,2026-04-01 10:35
150,Kerem Tekin,Kargo şirketi rezalet,"Bluetooth kulaklık siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

Saygılarımla,
Kerem Tekin

----- Önceki Mesaj -----
Merhaba Kerem Tekin,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,3,2026-04-09 10:35
151,Hüseyin Doğan,Sipariş takibi,"İyi günler, sipariş ettiğim blender için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP911984

İyi günler dilerim,
Hüseyin Doğan

> Hüseyin Doğan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,2,2026-04-02 10:35
152,Hüseyin Doğan,İade onayı bekliyorum,"04.04.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP583000

Teşekkürler,
Hüseyin Doğan
Tel: 05362893218

----- Önceki Mesaj -----
Merhaba Hüseyin Doğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,3,2026-04-08 10:35
153,Ahmet Çelik,Ürün beğenilmedi,"İyi günler, aldığım kahve makinesi beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.

Saygılarımla,
Ahmet Çelik",iade,2,2026-04-19 10:35
154,Selin Aksoy,Eksik parça,"tost makinesi kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

İyi günler dilerim,
Selin Aksoy

----- Önceki Mesaj -----
Merhaba Selin Aksoy,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,2,2026-03-29 10:35
155,Burak Erdoğan,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 799 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP483588

> Burak Erdoğan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,5,2026-04-11 10:35
156,Hasan Koç,Ürün arızalı,"Aldığım laptop ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP661957

--
Hasan Koç",teknik,3,2026-04-25 10:35
157,Mehmet Demir,İndirim uygulanmadı,Kupon kodumu kullandım ama faturaya yansımamış. Kupon kodu: HOSGELDIN20. Fark olan 299 TL'yi iade etmenizi rica ederim.,fatura,2,2026-04-15 10:35
158,Fatma Kaya,Eksik parça,"kulaklık kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

--
Fatma Kaya",teknik,2,2026-03-31 10:35
159,Ali Yıldız,Garanti sorusu,"İyi günler, 03.03.2026 tarihinde aldığım laptop için garanti belgesini nereden temin edebilirim?

Teşekkürler,
Ali Yıldız
Tel: 05557668395",teknik,2,2026-03-30 10:35
160,Burak Erdoğan,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 3299 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

Teşekkürler,
Burak Erdoğan
Tel: 05376551494",fatura,5,2026-04-11 10:35
161,Zeynep Şahin,Ürün arızalı,"Aldığım monitör ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP911032

Saygılarımla,
Zeynep Şahin",teknik,3,2026-04-08 10:35
162,Ahmet Çelik,Geç teslimat,"Siparişim SP147549 3 gün önce teslim edilmiş görünüyor ama bana ulaşmadı. Apartman görevlisi de almamış. Bu konuda ne yapmamı önerirsiniz?

--
Ahmet Çelik

> Ahmet Çelik şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,3,2026-04-15 10:35
163,İbrahim Kurt,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP194511 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

Teşekkürler,
İbrahim Kurt
Tel: 05537970985

> İbrahim Kurt şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,4,2026-04-23 10:35
164,Elif Arslan,Ürün arızalı,Aldığım telefon ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP163406,teknik,3,2026-04-05 10:35
165,Mehmet Demir,Fatura bilgileri,"İyi günler, faturada şirket bilgilerimi güncellemek istiyorum. Yeni vergi numaramı nereden bildirebilirim?

İyi günler dilerim,
Mehmet Demir",fatura,2,2026-04-16 10:35
166,Fatma Kaya,Ürün beğenilmedi,"İyi günler, aldığım mont beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.

İyi günler dilerim,
Fatma Kaya",iade,1,2026-04-10 10:35
167,İbrahim Kurt,Ürün kullanımı,"Merhaba, yeni aldığım monitör kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.

Teşekkürler,
İbrahim Kurt
Tel: 05403289279

> İbrahim Kurt şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,1,2026-04-02 10:35
168,Gamze Çetin,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP173201 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

Teşekkürler,
Gamze Çetin
Tel: 05599518424",kargo,4,2026-04-18 10:35
169,İbrahim Kurt,Kargo şirketi rezalet,"Bluetooth kulaklık siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

İyi günler dilerim,
İbrahim Kurt

----- Önceki Mesaj -----
Merhaba İbrahim Kurt,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,3,2026-04-07 10:35
