mail_id,gonderen_ad,konu,govde,kategori,aciliyet,tarih
373,Mustafa Öztürk,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 2450 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

Teşekkürler,
Mustafa Öztürk
Tel: 05551873301

> Mustafa Öztürk şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,5,2026-03-28 10:35
374,Anonim,Hatalı ürün: Dikiş hatası var 2 defa aldım ikiside sorunlu çıkt...,Dikiş hatası var 2 defa aldım ikiside sorunlu çıktı iade,teknik,1,2026-03-07 19:57
375,Anonim,Hatalı ürün: Kumaşı biraz sert muslin gibi yumuşak değil.,Kumaşı biraz sert muslin gibi yumuşak değil.,teknik,1,2026-03-04 19:57
376,Anonim,Ürün sorunu: Kollarındaki siyah detaylar yok. Hayal kırıklığına...,Kollarındaki siyah detaylar yok. Hayal kırıklığına uğrattı beni.,teknik,1,2026-04-15 19:57
377,Anonim,Beden sorunu: Bedeninizi almanıza rağmen dar gelecektir.,Bedeninizi almanıza rağmen dar gelecektir.,iade,1,2026-04-14 19:57
378,Anonim,Ürün sorunu: Defolu urun,Defolu urun,teknik,1,2026-03-07 19:57
379,Anonim,Ürün sorunu: Etek çok güzel ama önü lekeli geldi iade maalesef,Etek çok güzel ama önü lekeli geldi iade maalesef,teknik,2,2026-04-10 19:57
380,Anonim,Yanlış ürün: Alakası yok fotoğraf çok yanıltıcı,Alakası yok fotoğraf çok yanıltıcı,iade,1,2026-04-10 19:57
381,Anonim,İade talebi: Kalite çok kötü,Kalite çok kötü,iade,1,2026-03-25 19:57
382,Anonim,"Kalite şikayeti: Çok severek aldım fakat lekeli geldi yağ lekesi, ç...","Çok severek aldım fakat lekeli geldi yağ lekesi, çıkabilecek bi.leke olsa yıkardım ama malesef yağ lekesiydi iade ettim",teknik,2,2026-04-14 19:57
383,Anonim,Kalite şikayeti: sadece 1 kere giydim ve pamuklandı yıkmadım bile l...,sadece 1 kere giydim ve pamuklandı yıkmadım bile lütfen ilgilenebilir misiniz iade etmek istiyorum,teknik,1,2026-04-18 19:57
384,Anonim,Hatalı ürün: Ürünü magazisinda deneme sansim olmustu begenerek...,Ürünü magazisinda deneme sansim olmustu begenerek aldim. Ama gonderilmeden önce keşke kontrol edilse. Ürünün kol kismi sökük halde geldi. Şehir dışına cikacagimdan iade edemedim.,teknik,1,2026-03-07 19:57
385,Anonim,Arıza: Urun lekeli geldi aldigim fiyatla simdiki fiyati a...,Urun lekeli geldi aldigim fiyatla simdiki fiyati arasinda fark var umarim yikayinca cikar,teknik,2,2026-04-15 19:57
386,Kerem Tekin,Fatura tutarı yanlış,"Sipariş tutarım 459 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP817712

--
Kerem Tekin

----- Önceki Mesaj -----
Merhaba Kerem Tekin,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,3,2026-04-13 10:35
387,Hüseyin Doğan,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP145471 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

Teşekkürler,
Hüseyin Doğan
Tel: 05441522621

----- Önceki Mesaj -----
Merhaba Hüseyin Doğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,4,2026-03-31 10:35
388,Anonim,Ürün sorunu: Çok güzel etek duruşu vs. iyi ama defolu ürün geld...,"Çok güzel etek duruşu vs. iyi ama defolu ürün geldi, iade.",teknik,1,2026-03-08 19:57
389,Fatma Kaya,Kargo şirketi rezalet,"yatak takımı siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

--
Fatma Kaya

----- Önceki Mesaj -----
Merhaba Fatma Kaya,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,3,2026-04-17 10:35
390,Anonim,Beden sorunu: XL sipariş vermeme rağmen 2XL göndermişler niçin d...,XL sipariş vermeme rağmen 2XL göndermişler niçin dikkat edilmiyor iade etmek zorundayım üzülerek,iade,1,2026-03-22 19:57
391,Anonim,Kalite şikayeti: Pamuklu bir görüntü veriyordu resimlerden ama kuma...,Pamuklu bir görüntü veriyordu resimlerden ama kumaşı kağıt gibi bir dokuya sahip. Ben böyle tişörtler giyemiyorum bunalıyorum. İade edeceğim.,teknik,1,2026-03-21 19:57
392,Anonim,Ürün sorunu: Yırtık geldi.,Yırtık geldi.,teknik,1,2026-03-25 19:57
393,Anonim,İade talebi: aşırı kalitesiz bir terlik çok kötü bekledimden da...,aşırı kalitesiz bir terlik çok kötü bekledimden daha kötü,iade,1,2026-04-21 19:57
394,Anonim,Arıza: Fotoda maalesef beyaz çıkan kısımlar bildiğiniz pu...,"Fotoda maalesef beyaz çıkan kısımlar bildiğiniz pudra pembe ,petrol yeşilini altında hiç hoş durmamış.",teknik,1,2026-04-03 19:57
395,Anonim,Ürün sorunu: Güzel ama lekeli geldi üzüldüm,Güzel ama lekeli geldi üzüldüm,teknik,2,2026-03-25 19:57
396,Anonim,Beden sorunu: s beden sipariş vermiştim ama L beden geldi iade f...,s beden sipariş vermiştim ama L beden geldi iade falanda etmiyorum hayal kırıklığı,iade,1,2026-03-20 19:57
397,Anonim,Yanlış ürün: Kalite güzel ama aşısı geniş,Kalite güzel ama aşısı geniş,iade,1,2026-04-04 19:57
398,Anonim,Kalite şikayeti: Ürünün bir kolu ters dikilmiş. İşlemelerin olması...,Ürünün bir kolu ters dikilmiş. İşlemelerin olması gereken yüzü iç tarafta kalmış. Maalesef iade.,teknik,1,2026-04-01 19:57
399,Anonim,Değişim: Çok kalitesiz ve çirkin görünüyor. Daha önce aynıs...,Çok kalitesiz ve çirkin görünüyor. Daha önce aynısının beyazını aldım bayılarak kullanıyordum ama bununla arasında dağlar kadar fark var .,iade,1,2026-04-16 19:57
400,Anonim,Ürün sorunu: Ürün güzel göründüğü gibi ama göndermeden önce bir...,Ürün güzel göründüğü gibi ama göndermeden önce bir kontrol etseler de iyi olurdu delik geldi,teknik,1,2026-03-02 19:57
401,Zeynep Şahin,Sipariş gelmedi,"Merhaba, 05.04.2026 tarihinde sipariş ettiğim akıllı saat hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP900581

İyi günler dilerim,
Zeynep Şahin",kargo,3,2026-04-08 10:35
402,Zeynep Şahin,Ürün arızalı,"Aldığım kulaklık ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP429861

----- Önceki Mesaj -----
Merhaba Zeynep Şahin,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,3,2026-04-23 10:35
403,Anonim,Değişim: Urunu s aldım ama bu nasıl bir s L resmen elınızde...,Urunu s aldım ama bu nasıl bir s L resmen elınızde kalanları etıket degısıp mı satıyorsunuz gercekten anlamıyorum daha açmadım ama bellı yanı buyuk oldugu tek yapmanız gereken dogru bedende uretmek tısort kendısı cok guzel hıc sıkıntısı yok ama bı bedenı sorun,iade,1,2026-02-26 19:57
404,Anonim,Arıza: Sökük ürün gönderilmiş Arkadaşım aldığı için beğen...,Sökük ürün gönderilmiş Arkadaşım aldığı için beğenip sipariş vermiştim ama arkadaşımın ürününden çok farklı bambaşka kötü bir şey gönderilmiş,teknik,1,2026-04-17 19:57
405,Anonim,Kalite şikayeti: Yanlış renk gönderilmiş,Yanlış renk gönderilmiş,teknik,2,2026-04-01 19:57
406,Kerem Tekin,Ürün arızalı,"Aldığım ütü ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP847362

--
Kerem Tekin",teknik,3,2026-04-19 10:35
407,Emine Aydın,Fatura talebi,"Merhaba, SP345386 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?",fatura,1,2026-03-29 10:35
408,Anonim,Kalite şikayeti: Bir hafta bu hale geldi sözün bittiği yer,Bir hafta bu hale geldi sözün bittiği yer,teknik,1,2026-03-21 19:57
409,Anonim,Yanlış ürün: S beden istedim xs geldi iade ve bu iadenin ücreti...,S beden istedim xs geldi iade ve bu iadenin ücreti bana ait olmayacak sizin iş bilmezliğiniz,iade,1,2026-04-06 19:57
410,Merve Polat,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 4750 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP184148

Saygılarımla,
Merve Polat

----- Önceki Mesaj -----
Merhaba Merve Polat,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,5,2026-04-10 10:35
411,Anonim,Ürün sorunu: kumaşı güzel. rengi bordosu çok koyu beyazı kırmız...,kumaşı güzel. rengi bordosu çok koyu beyazı kırmızımsı. sarışın ve beyaz tenliyim ama beni aşırı boğdu renk. görseldeki gibi durmuyo,teknik,1,2026-04-10 19:57
412,Anonim,Arıza: giyilmis deformeli ayakkabı gönderdiler şaka gibis...,giyilmis deformeli ayakkabı gönderdiler şaka gibisiniz,teknik,1,2026-04-18 19:57
413,Mustafa Öztürk,YASAL İŞLEM BAŞLATACAĞIM,"15 gündür siparişim gelmedi, paramı da iade etmiyorsunuz. Tüketici hakem heyetine başvuruyorum. Avukatımla görüştüm, bu konuyu yargıya taşıyacağız. Sipariş no: SP644173 Tutar: 3299 TL

Teşekkürler,
Mustafa Öztürk
Tel: 05358312936",kargo,5,2026-04-12 10:35
414,Anonim,Değişim: hiç beğenmedim,hiç beğenmedim,iade,1,2026-03-19 19:57
415,Anonim,Arıza: Oda yetmez gibi incecik iç gösteriyor yani anlamıy...,Oda yetmez gibi incecik iç gösteriyor yani anlamıyorum yüz lira etmez hatta 15 liraya astar diye alırsınız böyle bir kumaş bile diyemeyecgim durumda Vasatın altı anlam veremediğim bir alış-veriş oldu ve iade.,teknik,1,2026-04-10 19:57
416,Anonim,Değişim: gorselle alakasiz bir ürün geldi,gorselle alakasiz bir ürün geldi,iade,1,2026-04-17 19:57
417,Anonim,Hatalı ürün: Ürün kusurlu geldi kesimde ve dikişlerde bariz hat...,Ürün kusurlu geldi kesimde ve dikişlerde bariz hatalar var .,teknik,1,2026-03-26 19:57
418,Anonim,Değişim: gömlek siparişi verdim ama elime pantolon geldi ne...,gömlek siparişi verdim ama elime pantolon geldi ne saçma iş ya iade etmek istiyorum,iade,1,2026-04-09 19:57
419,Anonim,Hatalı ürün: Kollarındaki lastik detayları rahatsız edecek sevi...,Kollarındaki lastik detayları rahatsız edecek seviyede sıkıyor ve ürün iç gösteriyor,teknik,1,2026-04-13 19:57
420,Anonim,Değişim: S beden istemiştim xs gönderilmiş daha özenli olma...,S beden istemiştim xs gönderilmiş daha özenli olmasını dilerdim çünkü çok geç geldi mecbur iade,iade,1,2026-03-29 19:57
421,Anonim,Kalite şikayeti: O kadar para veriyoruz lekeli geldi Allah aşkına y...,O kadar para veriyoruz lekeli geldi Allah aşkına yeter ya bişey satıyorsunuz bari düzgün satın bi kontrol edin Allah için bu ne ya ağlıycam sinirden,teknik,2,2026-04-14 19:57
422,Hüseyin Doğan,Ürün TEHLİKELİ,"Aldığım kahve makinesi kullanırken kıvılcım çıkardı, neredeyse yangın çıkıyordu! Çocuğumun yanında kullanıyordum, bir şey olsa kim sorumlu olacaktı? Bu ürün geri çağrılmalı!!

Teşekkürler,
Hüseyin Doğan
Tel: 05478153291",teknik,5,2026-04-02 10:35
423,Anonim,Ürün sorunu: yapısı hemen tuylenir gibi duruyor. ondan iade ede...,yapısı hemen tuylenir gibi duruyor. ondan iade edeceğim bir de 36 almama rağmen çok bol geldi ona dikkat ederek alin baksanıza daha şimdiden tüylenme yapmış gibi,teknik,1,2026-04-27 19:57
424,İbrahim Kurt,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP194511 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

Teşekkürler,
İbrahim Kurt
Tel: 05537970985

> İbrahim Kurt şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,4,2026-04-23 10:35
425,Anonim,Ürün sorunu: Ben hayatımda böyle satıcı görmedim 2 kere sipariş...,Ben hayatımda böyle satıcı görmedim 2 kere sipariş verdim ikisinde de rengi solu geldi artk geri göndermeye yoruldum güneşte solmuş mu artk kullanılmış mı bilmiyorum ama ck kötü almayın,teknik,1,2026-04-17 19:57
426,Ayşe Yılmaz,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP400850 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.",kargo,4,2026-04-13 10:35
427,Anonim,Kalite şikayeti: Urunu denedigimde lekeyi farkettim.. teendyolmilad...,Urunu denedigimde lekeyi farkettim.. teendyolmiladan bu özensizligi beklemezdim.,teknik,2,2026-04-15 19:57
428,Fatma Kaya,Fatura talebi,"Merhaba, SP786789 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?",fatura,1,2026-04-14 10:35
429,Anonim,Arıza: Etek uçları rastgele kesilmiş Yarısı kısa yarısı u...,Etek uçları rastgele kesilmiş Yarısı kısa yarısı uzundu. İade ettim.,teknik,1,2026-03-10 19:57
430,Anonim,Kalite şikayeti: Kötü almayın sünüyor yıkanınca kaliteszi,Kötü almayın sünüyor yıkanınca kaliteszi,teknik,1,2026-03-27 19:57
431,Anonim,İade talebi: Ben görseldeki ürünü sipariş ettim ama bana yanlış...,"Ben görseldeki ürünü sipariş ettim ama bana yanlış ürün göndermişler, iade maalesef",iade,2,2026-04-08 19:57
432,Anonim,Değişim: M beden istedim L yollamissiniz????!,M beden istedim L yollamissiniz????!,iade,1,2026-03-09 19:57
433,İbrahim Kurt,Ürün kullanımı,"Merhaba, yeni aldığım monitör kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.

Teşekkürler,
İbrahim Kurt
Tel: 05403289279

> İbrahim Kurt şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,1,2026-04-02 10:35
434,Anonim,Arıza: Gerı ıade defolu ürün,Gerı ıade defolu ürün,teknik,1,2026-03-26 19:57
435,Anonim,Kalite şikayeti: Herhalde ilk defa bu kadar acımasız yorum yapıcam...,Herhalde ilk defa bu kadar acımasız yorum yapıcam ama yırtık ürünü müşteriye göndermek nasıl bi akıl kârı acaba ?,teknik,1,2026-04-01 19:57
436,Anonim,Kalite şikayeti: ürün kullanılmış kirli bir şekilde gönderildi üste...,ürün kullanılmış kirli bir şekilde gönderildi üstelik bir yıkamada kendini salacak gibi,teknik,1,2026-03-08 19:57
437,Mehmet Demir,Ürün arızalı,"Aldığım telefon ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP204411

İyi günler dilerim,
Mehmet Demir",teknik,3,2026-04-27 10:35
438,Anonim,Kalite şikayeti: Model olarak güzel fakat rengi beyaz değil renklil...,Model olarak güzel fakat rengi beyaz değil renklilerle karışık yıkanmış beyaz gibi. İade edeceğim.,teknik,1,2026-04-22 19:57
439,Anonim,Ürün sorunu: Kumaşı çok ince. İade ettim,Kumaşı çok ince. İade ettim,teknik,1,2026-04-13 19:57
440,Anonim,Ürün sorunu: Sökük geldi,Sökük geldi,teknik,1,2026-04-01 19:57
441,Onur Yıldırım,YASAL İŞLEM BAŞLATACAĞIM,"15 gündür siparişim gelmedi, paramı da iade etmiyorsunuz. Tüketici hakem heyetine başvuruyorum. Avukatımla görüştüm, bu konuyu yargıya taşıyacağız. Sipariş no: SP656639 Tutar: 1250 TL

Saygılarımla,
Onur Yıldırım",kargo,5,2026-04-02 10:35
442,Anonim,Ürün sorunu: Hatalı dikiş ve leke mevcut,Hatalı dikiş ve leke mevcut,teknik,2,2026-03-15 19:57
443,Anonim,İade talebi: Crop değil diyor ama cok kısa resmen,Crop değil diyor ama cok kısa resmen,iade,1,2026-03-15 19:57
444,Hüseyin Doğan,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 3299 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

--
Hüseyin Doğan

----- Önceki Mesaj -----
Merhaba Hüseyin Doğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,5,2026-04-06 10:35
445,Anonim,Kalite şikayeti: ok açıklama yapmaya gerek yok. Gizem Zanbak linkiy...,ok açıklama yapmaya gerek yok. Gizem Zanbak linkiyle ürünü aldım. Fakat elime bambaşka bir ürün geldi. Müşteri temsilcisini arıyorum açmıyor. Şikayet oluşturuyorum cevap verilmiyor. Normalde ürünün üretim kumaşı tül değil. Ama bana nedense Tül şeklinde gönderildi. Üstelik görsellere bakıldığı zaman farkı anlayacaksınız. Almadan önce iletişime geçin.,teknik,1,2026-03-07 19:57
446,Anonim,Arıza: rengi gorselden açık geldi daha koyu beklemistim h...,rengi gorselden açık geldi daha koyu beklemistim haki rengi sonuçta ama su yeşilinin biraz daha koyusu geldi,teknik,1,2026-03-23 19:57
447,Zeynep Şahin,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 299 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP819335

Teşekkürler,
Zeynep Şahin
Tel: 05554956154",fatura,5,2026-03-31 10:35
448,Esra Acar,Ürün kullanımı,"Merhaba, yeni aldığım robot süpürge kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.

Saygılarımla,
Esra Acar",teknik,1,2026-04-11 10:35
449,Ali Yıldız,Ürün kullanımı,"Merhaba, yeni aldığım ütü kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.

--
Ali Yıldız",teknik,1,2026-04-24 10:35
450,Anonim,Beden sorunu: Ben beğenmedim yaa. Model güzel değil... 1.66 boy...,Ben beğenmedim yaa. Model güzel değil... 1.66 boy 82 kiloyum.. İade ettim...,iade,1,2026-04-18 19:57
451,Anonim,Ürün sorunu: Dikişleri çok kötü etek önden 84 cm arkadan 80cm o...,Dikişleri çok kötü etek önden 84 cm arkadan 80cm o kadar kötü yani her tarafı yamuk,teknik,1,2026-04-19 19:57
452,Emine Aydın,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 799 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

Teşekkürler,
Emine Aydın
Tel: 05456756203",fatura,5,2026-04-12 10:35
453,Anonim,Yanlış ürün: Bedeni çok küçük. L beden istedim ama S beden gibi...,Bedeni çok küçük. L beden istedim ama S beden gibi.,iade,1,2026-03-29 19:57
454,Anonim,Değişim: 34 beden istedim. Yanlış beden geldi. Daha doğrusu...,34 beden istedim. Yanlış beden geldi. Daha doğrusu yanlış beden kartı basmışlar geri iade,iade,2,2026-03-19 19:57
455,Anonim,Değişim: ayrıca bel kısmı lastikli yorumlarda 49 kg ye s be...,ayrıca bel kısmı lastikli yorumlarda 49 kg ye s beden ola bileceğini söylemişsiniz ama dar oldu m anca olurdu,iade,1,2026-03-07 19:57
456,Anonim,Beden sorunu: 36 giyorum 38 sipariş verdim çok büyük oldu omuzla...,36 giyorum 38 sipariş verdim çok büyük oldu omuzlar kocaman sevmedin ben,iade,1,2026-04-03 19:57
457,Anonim,Beden sorunu: kalıbı dar fena değil,kalıbı dar fena değil,iade,1,2026-04-19 19:57
458,Anonim,Ürün sorunu: Baskısı bir yıkamada doldu ve dikiş yerlerinde min...,Baskısı bir yıkamada doldu ve dikiş yerlerinde minik delikler oluştu,teknik,1,2026-03-06 19:57
459,Zeynep Şahin,Sipariş gelmedi,"Merhaba, 10.03.2026 tarihinde sipariş ettiğim elektrikli süpürge hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP269430",kargo,3,2026-04-24 10:35
460,Anonim,Beden sorunu: 170 boyundayım ama kolları inanılmaz uzun oldu.,170 boyundayım ama kolları inanılmaz uzun oldu.,iade,1,2026-02-26 19:57
461,Anonim,Kalite şikayeti: Ürün kendi görselinde muazzam görünüyor. Fakat yak...,Ürün kendi görselinde muazzam görünüyor. Fakat yaka dikişleri inanılmaz hatalı bir şekilde geldi. Rengini kumaşını ve modelini beğenmeme rağmen iade edeceğim. Trendyolmilla’dan beklenmeyen kalite bu.,teknik,1,2026-02-28 19:57
462,Anonim,Hatalı ürün: Çok kaliteli bir kumaş değil ama giyilir. Rengi de...,Çok kaliteli bir kumaş değil ama giyilir. Rengi de fotoğrafta göründüğünden 5-6 ton koyu.,teknik,1,2026-04-07 19:57
463,Esra Acar,Garanti sorusu,"İyi günler, 10.03.2026 tarihinde aldığım tost makinesi için garanti belgesini nereden temin edebilirim?",teknik,1,2026-04-09 10:35
464,Anonim,İade talebi: Ürün çok kalitesiz,Ürün çok kalitesiz,iade,1,2026-03-24 19:57
465,Anonim,Arıza: ürünün düğmesi kopuk geldi maalesef İADE,ürünün düğmesi kopuk geldi maalesef İADE,teknik,1,2026-03-26 19:57
466,Anonim,Değişim: S beden istedim m gönderilmiş beden konusunda bu y...,S beden istedim m gönderilmiş beden konusunda bu yaşadığım kaçıncı maduriyet bilmiyorum tişörtler güzel evet ama dikkat edilmediği için 1 puan. Uygun fiyatlı olduğu için iade etmekle uğraşmayacağım,iade,1,2026-03-27 19:57
467,Anonim,Ürün sorunu: Yırtık geldi iade,Yırtık geldi iade,teknik,1,2026-04-20 19:57
468,Anonim,Yanlış ürün: Hiç beğenmedim.,Hiç beğenmedim.,iade,1,2026-03-16 19:57
469,Anonim,"Hatalı ürün: Bu kadar kalitesiz bir urunu size yakistiramadim,...","Bu kadar kalitesiz bir urunu size yakistiramadim, 2. giyiste delikler basladi.",teknik,1,2026-04-10 19:57
470,Anonim,Kalite şikayeti: Ürünün kenarındaki ayakkabı bağını geçirmek için i...,Ürünün kenarındaki ayakkabı bağını geçirmek için iğne yok,teknik,1,2026-04-27 19:57
471,Hüseyin Doğan,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP723398 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

İyi günler dilerim,
Hüseyin Doğan",kargo,4,2026-04-21 10:35
472,Anonim,Hatalı ürün: İnanamıyorum gönderirken hiç kontrol edilmiyor mu...,İnanamıyorum gönderirken hiç kontrol edilmiyor mu kol altı yırtık geldi çok güzel bir ürün iç gösteriyor,teknik,1,2026-04-23 19:57
473,Anonim,Yanlış ürün: Ürün çok kısa kesinlikle mankendeki gibi uzun deği...,Ürün çok kısa kesinlikle mankendeki gibi uzun değil. Bol bekliyordum ama bol da değil.,iade,1,2026-03-31 19:57
474,Anonim,Kalite şikayeti: Sipariş verdiğim eteğin önü kısa arkası uzun geldi...,Sipariş verdiğim eteğin önü kısa arkası uzun geldi.Kusurlu ürün gönderildi malesef iade etmek zorunda kaldım.,teknik,1,2026-03-03 19:57
475,Hatice Özdemir,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 1899 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP518084",iade,5,2026-04-13 10:35
476,Hüseyin Doğan,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 2450 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

Saygılarımla,
Hüseyin Doğan

----- Önceki Mesaj -----
Merhaba Hüseyin Doğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,4,2026-04-11 10:35
477,Anonim,Yanlış ürün: Etek sipariş ettim fakat pantolon gönderildi.,Etek sipariş ettim fakat pantolon gönderildi.,iade,1,2026-02-27 19:57
478,Hasan Koç,DOLANDIRICILIK,Hiç sipariş vermediğim halde kartımdan 149 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!,fatura,5,2026-04-16 10:35
479,Anonim,Kalite şikayeti: İplerin yerleri çok yanlış yerlere dikilmiş biri y...,İplerin yerleri çok yanlış yerlere dikilmiş biri yukarıda bir diğeri ise aşağıda bağladığımda iki ip arası havada duruyo bunu bu şekilde kullanamam ayrıca pijaması ise çok yanlış dikilmiş çizgileri eşit değil giydiğimde yamuk duruyor o yüzden iade ettim,teknik,2,2026-03-02 19:57
480,Selin Aksoy,Fatura tutarı yanlış,"Sipariş tutarım 1899 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP725339

--
Selin Aksoy",fatura,3,2026-04-16 10:35
481,Anonim,Değişim: beli lastikli oldugu icin sevmedim,beli lastikli oldugu icin sevmedim,iade,1,2026-04-24 19:57
482,Anonim,Arıza: siyah rengiyle kahve rengini sipariş verdim ama 2...,siyah rengiyle kahve rengini sipariş verdim ama 2 side kahverengi olarak gönderilmiş,teknik,1,2026-03-12 19:57
483,Onur Yıldırım,İade onayı bekliyorum,"02.04.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP240606

Teşekkürler,
Onur Yıldırım
Tel: 05366540893

----- Önceki Mesaj -----
Merhaba Onur Yıldırım,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,3,2026-03-31 10:35
484,Anonim,Değişim: Sipariş verdiğim ürünle hiç alakası olmayan. İr ür...,Sipariş verdiğim ürünle hiç alakası olmayan. İr ürün gönderildi,iade,1,2026-02-26 19:57
485,Anonim,"Hatalı ürün: hemen iade oluşturdum, bildiğiniz astar göndermişl...","hemen iade oluşturdum, bildiğiniz astar göndermişler!",teknik,1,2026-03-12 19:57
486,Anonim,Kalite şikayeti: Kumaşın kalitesi çok güzel yumuşacık ve hafif esne...,Kumaşın kalitesi çok güzel yumuşacık ve hafif esnek ama rengi çok kötü. Mavi kotla birlikte yıkanmış gibi bir mavilik var hiç begenmedim bu yüzden iade,teknik,1,2026-04-05 19:57
487,Anonim,Arıza: Alt kısmı aşırı sünmüş deliklerle dolu saçma sapan...,Alt kısmı aşırı sünmüş deliklerle dolu saçma sapan bi ürün,teknik,1,2026-03-30 19:57
